Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Performance % 1 week,Performance % 1 month,Performance % YTD,SMA 5,SMA 20,SMA 50,SMA 200,PE Ratio TTM,EPS Forecast Next FY,EPS Growth YoY TTM
NVDA,NVIDIA Corporation,225.815,USD,-1.9729987845112067,76944137,0.5049712846001853,5442141514418.791,USD,Electronic technology,Strong buy,219.24080724975408,215.1884744750785,210.08399426876292,4.182237600922721,1.929674099485423,18.953301551347217,225.29499999999985,220.49524999999994,211.23209999999978,196.90172500000008,28.545875154855512,9.255033,125.14871211043119
AAPL,Apple Inc.,316.15,USD,-1.1938619245554427,17467243,0.4949899030209149,4613949925806.055,USD,Electronic technology,Buy,314.7275452277405,311.09091353638945,304.0887124811674,-0.26184617326015547,1.5090704768020513,16.122752566527698,322.88400000000036,313.5344999999999,315.79879999999997,284.11384999999984,36.24201850217234,8.833337,32.60922440789274
GOOG,Alphabet Inc.,335.275,USD,-0.010438102054822406,7513727,0.49642702922845705,4121525425289.547,USD,Technology services,Strong buy,341.8194661172208,344.004282628907,342.48562304593275,0.9104589917230932,-5.630770096825039,5.56850026764067,335.0950000000001,339.7867500000001,346.5418999999998,335.03537500000004,16.843503991399274,20.567627,112.01789423230548
MSFT,Microsoft Corporation,492.535,USD,-1.4338603161897066,8136130,0.3839961386539194,3657341097935.5234,USD,Technology services,Strong buy,477.5261738561963,461.1937652848211,448.0086086749259,-1.0019697700594865,-1.3371126379679803,1.6825459087296333,500.0389999999999,495.03324999999995,446.56350000000015,431.0402250000005,27.446309360616095,19.723885,31.54908515130189
AMZN,"Amazon.com, Inc.",257.1,USD,-0.545433445514668,14892517,0.4885089812646823,2773161550658.564,USD,Retail trade,Strong buy,258.55528077115207,256.10287401930475,252.0239390265801,0.8907899383903034,-5.779308828379808,11.135125788882172,256.882,261.14749999999975,254.43760000000017,239.2956,20.67950388494764,12.714129,89.7295812477109
AVGO,Broadcom Inc.,368.56,USD,2.9799242794674474,17294022,0.6570909230455332,1753453659767.6404,USD,Electronic technology,Strong buy,376.266018148447,379.7685079038012,379.1263610187861,1.1832532601235421,-13.968253968253963,4.474523421444271,364.1070000000001,375.63124999999974,383.7320999999995,369.9738500000001,47.039603834028924,11.613046,100.17117163149555
META,"Meta Platforms, Inc.",617.405,USD,0.10295572093324756,7079889,0.442962708174308,1572843074450.2969,USD,Technology services,Strong buy,596.8596557598305,597.5783991055284,602.8583361973077,10.577689421415064,5.423980602417865,-6.838432230563213,603.2489999999999,578.0052500000004,596.8347000000003,622.3886250000003,23.25644029426278,31.398658,-3.857269092594742
TSLA,"Tesla, Inc.",366.215,USD,3.4271915951197447,37031565,0.8953949869381276,1446383522200.4897,USD,Consumer durables,Buy,356.3655514231827,361.8874487350025,370.5264677050093,1.4727071210861729,13.61140410746417,-20.00546089995632,361.9519999999995,350.2060000000002,357.67779999999965,399.38322500000015,340.25364675276404,1.705422,-37.67083622886263
MU,"Micron Technology, Inc.",1018.0,USD,0.13869898385779597,18533033,0.7755276709876769,1149722171973.7002,USD,Electronic technology,Strong buy,962.2090594300138,927.2268949972706,855.5960755451752,8.16841546022048,12.66046923417441,244.9385853451927,976.4540000000003,951.1537500000004,935.9929,610.4270250000002,23.046221483696723,73.3679,697.287150515315
LLY,Eli Lilly and Company,1128.72,USD,-1.7957820004176128,1220412,0.5018672204971677,1062528522327.7153,USD,Health technology,Strong buy,1165.537126007156,1154.6617877714718,1127.4721904676057,-4.989898989898988,-4.989898989898988,4.860646599777028,1151.5519999999995,1197.4344999999998,1189.9146000000003,1063.8218999999995,38.353874226530884,36.394959,95.1428306190653
BRK.A,Berkshire Hathaway Inc.,757464.78,USD,-0.2482689109334418,112,0.7608695652173914,971827601146.199,USD,Finance,Buy,754974.6911821971,751056.3043012677,746422.4255751212,-0.03048716992986288,-2.9264667435601655,0.9953040000000037,758085.5599999997,756238.4890000002,754682.649200001,738619.7705500002,12.69693152440162,33247.814093,36.30277029708534
JPM,JP Morgan Chase & Co.,355.71,USD,-0.8169752397947823,2264701,0.4545796049789883,945543480028.5464,USD,Finance,Buy,352.6703189787164,346.250681518132,337.5849044717963,-0.00562224158773189,-0.014054418709245382,10.297674418604645,357.51599999999985,358.1395000000001,350.3083999999999,318.62430000000046,15.238401233774578,24.830336,19.772185022704537
WMT,Walmart Inc.,106.06,USD,-1.0080268807168176,9890480,0.40915033342168877,841453105909.5625,USD,Retail trade,Strong buy,108.51894292041246,110.84152538455778,113.24897467086754,0.9038150508990609,-4.113552120061475,-4.814897913394656,106.72599999999997,108.60300000000007,110.69020000000017,118.69259999999998,38.42614398029057,2.89042,4.131140119218296
AMD,"Advanced Micro Devices, Inc.",507.8848,USD,6.347718659044746,18919066,1.2107354299020197,829109239195.8528,USD,Electronic technology,Strong buy,490.10021579876945,481.2874650366481,453.31647604150913,10.43134526320366,1.9971884162750506,132.01681132937412,471.65696000000037,477.11373999999995,499.00039600000014,342.3857740000001,130.34384704221736,7.630301,124.2848097622748
V,Visa Inc.,368.695,USD,-1.6996827258911669,2412930,0.45696048752754265,688371039283.158,USD,Finance,Strong buy,366.8306377046471,359.9555017047176,351.7662423154265,-2.8855524825497127,0.050202165477192556,5.380569925972501,374.7170000000001,372.0952500000002,363.8421000000004,334.30717499999986,31.64139268642242,13.225656,15.026505167767343
XOM,ExxonMobil Holdings Corporation,159.91,USD,0.2759139650090912,5587511,0.4180736735422011,657535870442.973,USD,Energy minerals,Buy,156.97851082940102,154.69073983950602,151.8880967918114,-2.255501222493886,4.762840670859546,33.1584644849696,162.05799999999988,161.42900000000003,153.42780000000027,144.94509999999983,20.578318834611622,11.64135,10.170981370686484
JNJ,Johnson & Johnson,270.1,USD,-1.863895650910146,3660476,0.6090929276401178,650913593951.1423,USD,Health technology,Strong buy,265.2761231095265,260.05581312458776,252.912875295581,-0.269541778975727,5.55316737660715,30.596654095348626,274.0320000000004,268.6794999999998,262.0772,236.17392500000014,31.30577899348617,11.583789,-7.724064171122985
INTC,Intel Corporation,104.83,USD,9.4258872651357,100606222,1.2267916995270933,550832016619.1854,USD,Electronic technology,Buy,98.81993555311935,98.97272587061659,95.21869385901734,20.71625978811607,2.44307632170429,177.54831877151176,94.26400000000001,94.31325000000011,100.13690000000005,74.50742500000004,nan,1.499376,55.48626858150668
MA,Mastercard Incorporated,568.76,USD,-1.8041815576388607,1033588,0.40825994990146947,498239430287.0953,USD,Finance,Strong buy,567.2749692013695,556.1276167249805,545.4481648325682,-3.542779615025861,-0.6654208219082486,-0.34167966217519324,580.5840000000003,579.9615000000001,559.1081999999991,530.5563499999998,31.29026401641644,19.955542,22.61557038106353
ORCL,Oracle Corporation,162.755,USD,2.5034639123315245,27603742,1.243664041518619,468811045418.36316,USD,Technology services,Strong buy,152.4878493766423,153.66753215457538,158.15686853203647,10.906303236797271,11.997660335810627,-17.579885552235783,152.52900000000005,148.89625000000015,140.12310000000014,168.49632499999996,27.94173190495811,8.069371,34.18415535948765
ABBV,AbbVie Inc.,250.57,USD,-2.2966544490368817,2108111,0.569301565062085,442786569506.4119,USD,Health technology,Strong buy,252.39950262409062,248.26412926154993,242.1395898729222,-3.9924901337216046,2.85280354650685,9.543586604878893,257.78999999999996,257.66749999999985,254.42280000000005,228.42269999999996,70.84652793485637,14.030708,68.31485271022699
