Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month,PE Ratio TTM,EPS Forecast Next Qtr
NVDA,NVIDIA Corporation,183.78,USD,0.305643488702108,10055900,0.05651637305163404,4465854029753.663,USD,Electronic technology,Strong buy,182.71410832363543,183.1331874092353,181.91875465696788,0.4426955238563711,-1.9709294572609646,37.493879549534846,1.764099
AAPL,Apple Inc.,252.6,USD,-0.0870184320860687,1077807,0.028820211473947973,3708455982629.7744,USD,Electronic technology,Strong buy,257.9961778241468,259.535416903913,258.4125432021013,0.1963467602784572,-3.5914659745811215,31.95931071130342,1.946418
GOOGL,Alphabet Inc.,306.09,USD,0.1734520225160272,1214775,0.044144823919960254,3696560714015.534,USD,Technology services,Strong buy,309.22863613280487,308.18994326517753,299.168318115826,0.5717102020699695,-0.5313185474043538,28.326192172794492,2.603651
GOOG,Alphabet Inc.,304.92,USD,0.16424676433874252,584430,0.03333814098954981,3696221025255.154,USD,Technology services,Strong buy,308.8902847292357,308.1134252083155,299.33384642605796,0.43478260869564994,-0.9951783366073015,28.21791798924662,2.604673
MSFT,Microsoft Corporation,400.36,USD,0.10251281410176899,787436,0.025131431473297314,2972924879644.4854,USD,Technology services,Strong buy,411.04528452346756,425.1646640174697,441.1540316224395,0.5752757052779713,-1.0112498454691494,25.049271408818175,4.045793
AMZN,"Amazon.com, Inc.",213.75,USD,0.9492774156984938,1452393,0.03179841389867998,2294589401569.637,USD,Retail trade,Strong buy,214.70174108363952,218.05947270782386,220.60964154715097,2.591792656587476,7.476870474658088,29.802571038175177,1.621427
META,"Meta Platforms, Inc.",631.305,USD,0.6143915849868363,372703,0.029206357057637824,1596921034666.9084,USD,Technology services,Strong buy,641.6310057326115,647.8624844541815,655.4625904470903,-0.10996835443038766,-2.1384281506743252,26.874449254817822,6.621054
AVGO,Broadcom Inc.,325.94,USD,0.3139234273051772,598209,0.01811351061251804,1543217741509.704,USD,Electronic technology,Strong buy,328.85463140814596,332.28328288230983,332.13282152928423,-0.02453837187902095,-1.1853872972563362,63.58068039950062,2.382878
TSLA,"Tesla, Inc.",394.07,USD,-0.37668116088583503,1788077,0.029156075990624152,1478720823703.2065,USD,Consumer durables,Buy,406.91067268611636,413.5415465545951,413.7029864861442,-0.542627833022067,-4.884082982343928,366.2360594795539,0.409774
BRK.A,Berkshire Hathaway Inc.,743648.98,USD,0.7654444444444419,1,0.006176652254478073,1069827418087.6963,USD,Finance,Buy,744555.3267610123,744731.9396787959,744350.0178329444,0.328512413419064,-0.555231932623363,15.97080816179966,7756.953898
BRK.B,Berkshire Hathaway Inc. New,494.51,USD,0.4672802259198333,100966,0.020186964246744182,1066661806524.834,USD,Finance,Buy,495.91885935949085,496.05291939345045,495.83402134963507,0.3531059114800027,-1.1276617014895505,15.930352425745763,5.173888
WMT,Walmart Inc.,126.22,USD,0.18255417096595283,465806,0.023665741848349305,1006276606765.9716,USD,Retail trade,Strong buy,124.7612198202559,122.27810603386037,118.42585964693373,-0.4260018933417531,-4.883195177091176,46.23951349965198,0.661022
LLY,Eli Lilly and Company,975.0,USD,-1.4275315431899067,120629,0.05080855902396214,921198371916.9565,USD,Health technology,Strong buy,1009.4874185956785,1010.196264328538,990.5987469461842,-1.7117280590334503,-6.248197080713092,43.16164589743022,7.254933
JPM,JP Morgan Chase & Co.,290.69,USD,1.583030472462948,913117,0.08585640949745459,784000378941.6345,USD,Finance,Strong buy,297.9016544806244,301.81364584232597,303.09278051948877,1.5191730111056865,-2.622939836526861,14.527091183496417,5.379811
JPM/PK,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock, Series JJ",19.05,USD,0,7129,0.053038537567786134,771782821693.0,USD,Finance,,19.315883983005794,19.403829926854375,19.481523480610228,-0.2617801047120456,-1.8547140649149894,0.9520144726189643,5.379811
JPM/PC,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.00% Non-Cumulative Preferred Stock, Series EE",25.08,USD,-0.11947431302270464,516,0.0049638294597506545,771782821693.0,USD,Finance,,25.142379054117946,25.18039653055615,25.221882474214404,-0.07968127490041085,-0.11947431302270466,1.2533607859991402,5.379811
JPM/PM,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock, Series MM",17.91,USD,-0.3893214682981106,4358,0.023027327382229328,771782821693.0,USD,Finance,,18.273528357225402,18.354063925656256,18.41274129320418,-0.4446914952751434,-3.606027987082875,0.8950435278008215,5.379811
JPM/PD,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 5.75% Non-Cumulative Preferred Stock, Series DD",24.72,USD,0.040469445568587656,1185,0.01096909399911877,771782821693.0,USD,Finance,,24.871429510209214,24.920492682092135,24.945202394935073,-0.4029008863819557,-1.1200000000000045,1.2353699613197269,5.379811
JPM/PJ,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock, Series GG",19.91,USD,0.20130850528434396,143,0.0024311376023882954,771782821693.0,USD,Finance,,20.171409465361382,20.26303104269916,20.352224849358254,0,-1.872843765401671,0.9949925537975632,5.379811
JPM/PL,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL",19.43,USD,0.25799793601651555,3812,0.01804914841826108,771782821693.0,USD,Finance,,19.662873536100896,19.74007442535215,19.811090089060684,-0.25667351129363813,-1.769464105156731,0.9710047875583452,5.379811
XOM,Exxon Mobil Corporation,157.81,USD,0.3688863448451393,470065,0.02158066938368594,657556957191.0187,USD,Energy minerals,Buy,149.15946118698614,143.27774919032902,136.41735639884752,1.1602564102564117,4.822318166722013,23.57202605006871,1.617266
TCTZF,Tencent Holding Ltd.,71.7068,USD,2.540826540826533,4016,0.44367356408188513,647054642914.5052,USD,Technology services,Strong buy,70.74997005039326,72.3434040138137,73.65320210577487,-3.2845081060667294,1.2521886472747925,22.05933585047812,0.9928343264
V,Visa Inc.,312.505,USD,0.7723066008835515,156408,0.024356495450870718,595637426328.1034,USD,Finance,Strong buy,318.5586709173266,323.22628585641206,328.0646103633305,1.5121000487250194,-3.497205323780993,29.613467515730424,3.093554
JNJ,Johnson & Johnson,242.481,USD,-0.29154159299313426,104579,0.014486158722527443,584354707288.4689,USD,Health technology,Buy,237.6748920106979,230.9915562250375,221.20264123408808,-0.5899475237782851,-0.8622592910585097,21.952325770881238,2.683282
ASMLF,ASML Holding N.V.,1387.0,USD,-0.147726650982102,7,0.011562603237528907,529812931517.49194,USD,Electronic technology,Strong buy,1360.4793125362378,1319.628084161518,1244.6541391859712,0.800883733775199,-2.0480225988700567,47.78065497004882,7.47539592886
MU,"Micron Technology, Inc.",448.96,USD,1.620642824807598,3287588,0.09403858821019248,505308631194.11346,USD,Electronic technology,Strong buy,405.41041225211586,379.1793190475206,339.62524515638887,0.6275775506544635,10.802339643130379,42.67680608365019,9.18637
MA,Mastercard Incorporated,511.48,USD,0.5860373647984303,78123,0.024220590884695768,456144152456.9953,USD,Finance,Strong buy,521.2108188019857,529.5536705862569,538.0380302539461,2.579118366692073,-3.3578422107133274,30.960322024151814,4.394137
ORCL,Oracle Corporation,156.2,USD,0.14746425594664986,329473,0.00939092348019034,449238372851.8176,USD,Technology services,Strong buy,159.15606988965615,168.8494693314082,181.9761063694454,0.08970908624886989,-1.915227629513351,28.044598452340338,1.954363
COST,Costco Wholesale Corporation,1002.02,USD,0.027951364625548814,36170,0.01919490915134939,444548700626.30853,USD,Retail trade,Buy,990.4517480748865,976.0921152760391,963.3855257313957,-0.8391885205343906,0.20199999999999818,52.111731146279176,4.89696
NFLX,"Netflix, Inc.",95.52,USD,0.3361344537815054,924150,0.021544656196267505,403300911758.6874,USD,Technology services,Strong buy,92.01799709871715,92.61479973437541,95.53186916665682,-0.06277463904582786,25.453112687155233,37.798266788017884,0.759567
CVX,Chevron Corporation,197.055,USD,0.10922576712050569,291122,0.020229469765558512,393200682002.0984,USD,Energy minerals,Buy,186.4239784022865,179.93908727618026,173.1276656109502,0.2314343845371376,7.951681823162055,29.641245487364625,1.65302
ABBV,AbbVie Inc.,220.73,USD,-0.3251298261458564,66359,0.010287546689011877,390287925919.9205,USD,Health technology,Strong buy,224.45504265863283,224.46731713589458,223.0491876727167,-0.16282961689810196,-3.36660537606164,93.47421021427965,3.014921
PLTR,Palantir Technologies Inc.,153.04,USD,0.2095337873232014,1165792,0.02276902808361703,366022052532.1178,USD,Technology services,Strong buy,150.64900014683298,154.17841407113866,157.20587909583185,0.3870121351262732,19.655981235340096,241.8457648546144,0.279089
PG,Procter & Gamble Company (The),152.495,USD,0.24651590849329474,133442,0.014992956876435034,354398480314.6835,USD,Consumer non-durables,Buy,154.41852500943946,153.50114284524264,152.91213868553734,0.4181482944817535,-5.715963892667246,22.595868895211,1.568007
IDCBF,Industrial and Commercial Bank of China Ltd.,0.81,USD,0.012347203358451663,46957,2.297005777123374,347566196252.25,USD,Finance,Strong buy,0.8160367362099759,0.8098048880391073,0.7996946799209307,4.079665917121755,-3.5714285714285614,5.774853848073863,0.0385992
HD,"Home Depot, Inc. (The)",346.08,USD,1.021659174499387,76343,0.019962078248376335,344526597628.56067,USD,Retail trade,Strong buy,361.8749911306561,365.5130894536694,368.58159607271284,1.062959934587077,-11.307022039979499,24.318228130950793,3.403373
