Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month
NVDA,NVIDIA Corporation,186.03,USD,0.6819288845591768,144297905,0.6803072539596196,4520529104528.985,USD,Electronic technology,Strong buy,183.69401228911855,183.8510995964888,182.25808466811918,5.20273709212237,0.9605991533702433
AAPL,Apple Inc.,260.81,USD,-0.007667829620818852,26106463,0.6362915697544378,3828987834590.1475,USD,Electronic technology,Strong buy,261.9134984723158,262.2184625783747,259.9656157041296,2.0024248112949294,-6.151382666738623
GOOGL,Alphabet Inc.,308.7,USD,0.5406461698801355,24042621,0.7543660087703618,3733742503127.0396,USD,Technology services,Strong buy,311.55205598027294,309.4570766665166,299.05978629104504,4.87158581328984,-3.810799862898457
GOOG,Alphabet Inc.,308.42,USD,0.48545270908676535,13314308,0.647747940903441,3731692803047.4253,USD,Technology services,Strong buy,311.5713184613983,309.63994845732043,299.407958341391,4.85661345980588,-3.9907857053916054
MSFT,Microsoft Corporation,404.88,USD,-0.21687697160883168,25408077,0.7206421092331919,3006488703921.2295,USD,Technology services,Strong buy,416.17155629207736,430.63163182990513,446.08161660286527,-0.008643789437295485,0.007410151908107377
AMZN,"Amazon.com, Inc.",212.65,USD,-0.7838380068119287,33975445,0.7000890827220178,2282780948554.5547,USD,Retail trade,Strong buy,216.08033377420318,219.4891467305564,221.74833297459335,1.0453789498693358,1.761018327989667
META,"Meta Platforms, Inc.",654.86,USD,0.1207821792774418,8937259,0.7573766855602536,1656504700782.1738,USD,Technology services,Strong buy,653.7257375292306,656.5006366251166,661.6192585827084,3.1633006710986553,-1.254561355891302
AVGO,Broadcom Inc.,341.57,USD,-0.2948216474983919,20031078,0.6193491413194022,1619476871352.6565,USD,Electronic technology,Strong buy,334.00071657237817,336.1133538388853,334.5166491367581,4.375859434682962,3.2651086857937575
TSLA,"Tesla, Inc.",407.82,USD,2.1503625684120826,62188083,1.0350538731440155,1530316715095.7144,USD,Consumer durables,Buy,414.27276964405434,419.16109002798,417.1771942256677,4.55582617613126,-0.50865444432246
BRK.A,Berkshire Hathaway Inc.,740000.0,USD,0,100,0.5167958656330749,1065406299259.9999,USD,Finance,Buy,745961.1852006667,745649.7272443095,744889.3088889661,-0.13535707682694942,-2.4963595131632217
BRK.B,Berkshire Hathaway Inc. New,493.57,USD,-0.11535192455579253,3843374,0.6287468491895639,1064177332589.4648,USD,Finance,Buy,497.10805727172635,496.81578691140646,496.28824166641675,-0.26874115983026553,-2.710320901994796
WMT,Walmart Inc.,123.49,USD,-1.3027493606138185,18128221,0.8874046309258994,984235943470.5559,USD,Retail trade,Strong buy,123.67109214985281,121.1882665633133,117.37099106617255,-0.16048379598750884,-6.034089179729108
LLY,Eli Lilly and Company,999.84,USD,-0.15079642482648334,1446355,0.5317417886829738,943206461690.6993,USD,Health technology,Strong buy,1022.6209667658724,1018.1708798118657,993.5004398226207,1.3122029810819895,-7.172102609809755
JPM/PM,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock, Series MM",18.31,USD,-0.489130434782608,65446,0.36485757977322253,778714214897.0,USD,Finance,,18.47526026881361,18.490988865646585,18.503051786160963,-0.3808487486398275,-0.4350190320826636
JPM/PK,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock, Series JJ",19.24,USD,-0.8758371973209774,84480,0.5048585463802933,778714214897.0,USD,Finance,,19.456295279737606,19.504230152758677,19.55103946503489,-0.8247422680412378,-0.5684754521963978
JPM/PD,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 5.75% Non-Cumulative Preferred Stock, Series DD",24.82,USD,-0.24115755627009133,83409,0.6843703077693084,778714214897.0,USD,Finance,,24.945806195665813,24.973908129107492,24.98044990715585,-0.08051529790660054,-0.16090104585679466
JPM/PC,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.00% Non-Cumulative Preferred Stock, Series EE",25.12,USD,-0.158982511923685,118004,0.9316213135099459,778714214897.0,USD,Finance,,25.18020164100879,25.209986428505985,25.244252539817662,0.03982477100757294,0
JPM/PJ,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock, Series GG",20.12,USD,-0.4453240969816915,32852,0.4607657643126733,778714214897.0,USD,Finance,,20.314986772924954,20.366155264101405,20.424629152475898,-0.29732408325073695,-0.4453240969816915
JPM/PL,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL",19.57,USD,-0.5083884087442878,153966,0.5825912798610856,778714214897.0,USD,Finance,,19.78274216546306,19.82603921052989,19.871017279784937,-0.45778229908443474,-0.3056546102903654
JPM,JP Morgan Chase & Co.,287.52,USD,-0.41907664600146727,10183266,0.9302699108142665,775450805483.273,USD,Finance,Strong buy,300.86879385604095,304.2504439589041,304.7039676623467,0.7075306479859832,-10.524677911246652
TCTZF,Tencent Holding Ltd.,70.9,USD,-4.66073205497135,3623,0.4217007705379799,639774389355.4808,USD,Technology services,Strong buy,70.69214562034689,72.58807611135408,73.93602413453416,7.895713998746038,-5.087014725568938
XOM,Exxon Mobil Corporation,151.58,USD,2.329035306825098,15245113,0.6812913960778588,631598058201.8146,USD,Energy minerals,Buy,145.67898978009327,140.20713596014576,133.86536476600497,-0.2861559714501687,1.554334717941861
V,Visa Inc.,308.96,USD,-1.7396558852526882,6375962,0.8700054671764125,588880637571.8643,USD,Finance,Strong buy,320.69273562386434,325.2731668324808,329.78602594511807,-1.4355898679257324,-6.59088160599831
JNJ,Johnson & Johnson,242.99,USD,-0.2954330967133063,6932053,0.8338370057666509,585581356107.6368,USD,Health technology,Buy,236.62838496613537,229.2866489292104,219.20844172113325,0.8801428156266885,1.1404786680541141
ASMLF,ASML Holding N.V.,1370.5,USD,-1.810329510348427,479,0.1627259138469901,523510171477.9145,USD,Electronic technology,Strong buy,1362.070862149766,1314.2937172360569,1234.1704621954773,6.22301795831686,-3.681266164398973
MU,"Micron Technology, Inc.",418.69,USD,3.8649500136439148,29868145,0.9070771979899415,471239462206.79987,USD,Electronic technology,Strong buy,391.3143395622442,366.48634841258354,328.01540603566417,15.037366743598204,9.981875016417558
ORCL,Oracle Corporation,163.12,USD,9.183400267737616,82827550,2.4034526800359366,468821715280.3176,USD,Technology services,Strong buy,161.78066128670076,172.10199993426195,185.28189882457175,8.241539482415405,9.852515320897027
MA,Mastercard Incorporated,504.0,USD,-2.0826857320484975,2872851,0.7747326123712505,449473370909.72955,USD,Finance,Strong buy,525.3794654438228,533.4553537792045,541.2586969157043,-2.3766633738160228,-7.30352577660886
COST,Costco Wholesale Corporation,992.23,USD,-0.5143579048688532,1260260,0.5680734567580417,440420543458.0399,USD,Retail trade,Strong buy,983.5465332391398,969.4565154410931,958.049351031808,-0.7402739013434949,-0.9078017017536882
ABBV,AbbVie Inc.,227.68,USD,0.2951411832077952,5298429,0.77900960521349,402576695727.6941,USD,Health technology,Strong buy,227.29711833887714,226.23306046806752,224.0083791672611,-0.99578205852937,1.9067227643004294
NFLX,"Netflix, Inc.",94.89,USD,-2.114710129977303,33705422,0.48432079030277203,400640972648.793,USD,Technology services,Strong buy,90.92409150787442,92.07059969010464,95.49487426514068,-2.87615148413511,15.466050133852509
CVX,Chevron Corporation,191.79,USD,2.9523860647377744,11348058,0.9008986251141023,382694970877.72217,USD,Energy minerals,Buy,182.26876588230488,176.3678637269722,170.2776594447725,0.41624126286027774,5.955472073366113
PLTR,Palantir Technologies Inc.,151.6,USD,0.3043535794627551,33776074,0.6041424700619139,362578035129.99603,USD,Technology services,Buy,150.11030177608683,154.46100689251892,157.68155791450593,-2.627015222557649,10.997217747840079
PG,Procter & Gamble Company (The),153.32,USD,-1.7242484456124596,8854845,0.9113466402769818,356315779748.90497,USD,Consumer non-durables,Buy,155.56143691689837,154.05026189087832,153.19657982681835,0.11100228534116062,-3.4265558075081874
HD,"Home Depot, Inc. (The)",350.84,USD,-1.7667646647067066,3196213,0.7822711288034451,349265239783.55884,USD,Retail trade,Strong buy,369.0122901838595,370.43908055309055,371.9053920436205,-1.3385826771653677,-8.720990737849942
